input,actual_output,expected_output,metric_name,score,threshold,success,reason,evaluation_model,evaluation_cost,run_id
Gdzie i kiedy odbywają się turnieje petanque w Warszawie w 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Turniej gier literackich

	Start Date: Thursday, July 03, 2025 at 12:30 PM

	End Date: Thursday, July 03, 2025 at 02:30 PM

	Price: Brak informacji o opłatach, wydarzenie prawdopodobnie bezpłatne.

	Location: Biblioteka Publiczna - Filia ""Niedźwiadek"", Keniga 14

	Brief Summary: Turniej gier literackich to cykl warsztatów dla dzieci w wieku 6-10 lat, podczas których uczestnicy biorą udział w grach planszowych i literackich zabawach inspirowanych książkami.

	More details can be found here: https://ursus.um.warszawa.pl/-/turniej-gier-literackich

Please note why this isn't a perfect match:
Mimo zgodności lokalizacji i daty, temat i typ wydarzenia nie odpowiadają wymaganiom użytkownika dotyczącym turniejów petanque.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Otwarty Cykl Turniejów Petanque
Date: 17.05.2025 10:00 - 20.09.2025 10:32 (turniej w pięciu terminach: 17 maja, 15 czerwca, 12 lipca, 23 sierpnia, 20 września)
Location: Park Kultury w Powsinie, Warszawa",Answer Relevancy,0.08333333333333333,0.7,False,"The score is 0.08 because the response provides information about an event in Warsaw in 2025 but it is not a petanque tournament, making most details irrelevant to the user's specific query. However, it is somewhat related by mentioning an event in the correct location and year, which prevents the score from being zero.",gpt-4.1-mini,0,run_20250717_2103
Gdzie i kiedy odbywają się turnieje petanque w Warszawie w 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Turniej gier literackich

	Start Date: Thursday, July 03, 2025 at 12:30 PM

	End Date: Thursday, July 03, 2025 at 02:30 PM

	Price: Brak informacji o opłatach, wydarzenie prawdopodobnie bezpłatne.

	Location: Biblioteka Publiczna - Filia ""Niedźwiadek"", Keniga 14

	Brief Summary: Turniej gier literackich to cykl warsztatów dla dzieci w wieku 6-10 lat, podczas których uczestnicy biorą udział w grach planszowych i literackich zabawach inspirowanych książkami.

	More details can be found here: https://ursus.um.warszawa.pl/-/turniej-gier-literackich

Please note why this isn't a perfect match:
Mimo zgodności lokalizacji i daty, temat i typ wydarzenia nie odpowiadają wymaganiom użytkownika dotyczącym turniejów petanque.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Otwarty Cykl Turniejów Petanque
Date: 17.05.2025 10:00 - 20.09.2025 10:32 (turniej w pięciu terminach: 17 maja, 15 czerwca, 12 lipca, 23 sierpnia, 20 września)
Location: Park Kultury w Powsinie, Warszawa",Faithfulness,0.4,0.6,False,"The score is 0.40 because the actual output mentions a 'Turniej gier literackich' event with specific times and location that are not present in the retrieval context, which only references petanque tournaments at a different location and does not mention workshops or board games.",gpt-4.1-mini,0,run_20250717_2103
Warsztaty dla mam wracających na rynek pracy w Warszawie w 2025 roku,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Warsztaty ""Miracle Dance""

	Start Date: Monday, April 07, 2025 at 06:00 PM

	End Date: Monday, June 30, 2025 at 08:00 PM

	Price: Warsztaty bezpłatne.

	Location: CAM Ceramiczna, Ceramiczna 9b

	Brief Summary: Warsztaty ""Miracle Dance"" to cykl zajęć taneczno-teatralnych na Białołęce, które rozwijają świadomość ciała i ekspresję poprzez ruch, prowadzone przez Sandrę Stencel.

	More details can be found here: https://bialoleka.um.warszawa.pl/-/warsztaty-miracle-dance-

Please note why this isn't a perfect match:
Mimo zgodności lokalizacji, daty i typu wydarzenia, brak dopasowania tematycznego (warsztaty dla mam wracających na rynek pracy) powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Mamy Biznes - cykl warsztatów dla mam wracających na rynek pracy
Date: 04.08.2025 10:00 - 14:00
Location: Żoliborska Strefa Przedsiębiorczych, Centrum Lokalne Żoliborz, ul. Ludwika Rydygiera 6B, 01-793 Żoliborz, Polska",Factual Correctness [GEval],0.19758711286708483,0.5,False,"The actual output provides an event with a different title and thematic focus than the expected output, failing to match the event title closely. The date in the actual output (April 7, 2025) does not match the expected date (April 8, 2025). The location in the actual output (CAM Ceramiczna) differs from the expected location (Żoliborska Strefa Przedsiębiorczych), so it does not include the expected location. While the actual output includes event details, they do not align with the expected event's title, date, or location, resulting in poor overall alignment.",gpt-4.1-mini,0,run_20250717_2103
Warsztaty dla mam wracających na rynek pracy w Warszawie w 2025 roku,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Warsztaty ""Miracle Dance""

	Start Date: Monday, April 07, 2025 at 06:00 PM

	End Date: Monday, June 30, 2025 at 08:00 PM

	Price: Warsztaty bezpłatne.

	Location: CAM Ceramiczna, Ceramiczna 9b

	Brief Summary: Warsztaty ""Miracle Dance"" to cykl zajęć taneczno-teatralnych na Białołęce, które rozwijają świadomość ciała i ekspresję poprzez ruch, prowadzone przez Sandrę Stencel.

	More details can be found here: https://bialoleka.um.warszawa.pl/-/warsztaty-miracle-dance-

Please note why this isn't a perfect match:
Mimo zgodności lokalizacji, daty i typu wydarzenia, brak dopasowania tematycznego (warsztaty dla mam wracających na rynek pracy) powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Mamy Biznes - cykl warsztatów dla mam wracających na rynek pracy
Date: 04.08.2025 10:00 - 14:00
Location: Żoliborska Strefa Przedsiębiorczych, Centrum Lokalne Żoliborz, ul. Ludwika Rydygiera 6B, 01-793 Żoliborz, Polska",Answer Relevancy,0.26666666666666666,0.7,False,"The score is 0.27 because while the response acknowledges no perfect match was found, it primarily provides details about an unrelated dance workshop, which does not address the user's specific request for workshops for mothers returning to work. The inclusion of irrelevant event details limits the relevancy, preventing a higher score.",gpt-4.1-mini,0,run_20250717_2103
Warsztaty dla mam wracających na rynek pracy w Warszawie w 2025 roku,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Warsztaty ""Miracle Dance""

	Start Date: Monday, April 07, 2025 at 06:00 PM

	End Date: Monday, June 30, 2025 at 08:00 PM

	Price: Warsztaty bezpłatne.

	Location: CAM Ceramiczna, Ceramiczna 9b

	Brief Summary: Warsztaty ""Miracle Dance"" to cykl zajęć taneczno-teatralnych na Białołęce, które rozwijają świadomość ciała i ekspresję poprzez ruch, prowadzone przez Sandrę Stencel.

	More details can be found here: https://bialoleka.um.warszawa.pl/-/warsztaty-miracle-dance-

Please note why this isn't a perfect match:
Mimo zgodności lokalizacji, daty i typu wydarzenia, brak dopasowania tematycznego (warsztaty dla mam wracających na rynek pracy) powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Mamy Biznes - cykl warsztatów dla mam wracających na rynek pracy
Date: 04.08.2025 10:00 - 14:00
Location: Żoliborska Strefa Przedsiębiorczych, Centrum Lokalne Żoliborz, ul. Ludwika Rydygiera 6B, 01-793 Żoliborz, Polska",Faithfulness,0.42857142857142855,0.6,False,"The score is 0.43 because the actual output incorrectly names the event as 'Warsztaty ""Miracle Dance""' starting April 7, 2025, while the retrieval context refers to a different event titled 'Mamy Biznes - cykl warsztatów dla mam wracających na rynek pracy' on August 4, 2025. Additionally, the claimed event dates and times do not match, the locations differ significantly, and the description of the event content is inconsistent with the retrieval context.",gpt-4.1-mini,0,run_20250717_2103
Jakie są zajęcia plastyczne dla dzieci w Warszawie w lipcu 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Zajęcia plastyczne: „Mój mały teatrzyk”

	Date:  Tuesday, July 01, 2025 at 10:00 AM

	End Date: Tuesday, July 01, 2025 at 11:30 AM

	Price: Brak informacji o cenie, obowiązują zapisy telefoniczne pod numerem 22 350 17 80.

	Location:  Dom Kultury „Portiernia"", Traktorzystów 20

	Brief Summary: Warsztaty plastyczne dla dzieci w wieku 7-12 lat, podczas których uczestnicy stworzą własne postacie i scenariusze do miniaturowego teatrzyku.

	More details can be found here: https://www.portiernia.arsus.pl/

Why this is a good match:
Wszystkie kryteria użytkownika zostały spełnione: tematyka, lokalizacja, data i typ wydarzenia są zgodne z wymaganiami. Wydarzenie jest idealnym dopasowaniem.","Title: Zajęcia plastyczne: „Mój mały teatrzyk”
Date: 01.07.2025 10:00 - 11:30
Location: Dom Kultury „Portiernia”, Traktorzystów 20, 02-495 Warszawa",Factual Correctness [GEval],0.9,0.5,True,"The actual output matches the expected title nearly exactly, with only minor formatting differences. The date and time correspond precisely, though formatted differently. The location includes the core name 'Dom Kultury „Portiernia”' and the street address, but omits the postal code and city '02-495 Warszawa' present in the expected output. All key details are present and clearly aligned, with only minor location detail omissions.",gpt-4.1-mini,0,run_20250717_2103
Jakie są zajęcia plastyczne dla dzieci w Warszawie w lipcu 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Zajęcia plastyczne: „Mój mały teatrzyk”

	Date:  Tuesday, July 01, 2025 at 10:00 AM

	End Date: Tuesday, July 01, 2025 at 11:30 AM

	Price: Brak informacji o cenie, obowiązują zapisy telefoniczne pod numerem 22 350 17 80.

	Location:  Dom Kultury „Portiernia"", Traktorzystów 20

	Brief Summary: Warsztaty plastyczne dla dzieci w wieku 7-12 lat, podczas których uczestnicy stworzą własne postacie i scenariusze do miniaturowego teatrzyku.

	More details can be found here: https://www.portiernia.arsus.pl/

Why this is a good match:
Wszystkie kryteria użytkownika zostały spełnione: tematyka, lokalizacja, data i typ wydarzenia są zgodne z wymaganiami. Wydarzenie jest idealnym dopasowaniem.","Title: Zajęcia plastyczne: „Mój mały teatrzyk”
Date: 01.07.2025 10:00 - 11:30
Location: Dom Kultury „Portiernia”, Traktorzystów 20, 02-495 Warszawa",Answer Relevancy,0.7777777777777778,0.7,True,"The score is 0.78 because the response provides relevant information about art classes for children in Warsaw in July 2025, but includes some meta-comments and evaluative remarks that do not directly address the query, preventing a higher score.",gpt-4.1-mini,0,run_20250717_2103
Jakie są zajęcia plastyczne dla dzieci w Warszawie w lipcu 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Zajęcia plastyczne: „Mój mały teatrzyk”

	Date:  Tuesday, July 01, 2025 at 10:00 AM

	End Date: Tuesday, July 01, 2025 at 11:30 AM

	Price: Brak informacji o cenie, obowiązują zapisy telefoniczne pod numerem 22 350 17 80.

	Location:  Dom Kultury „Portiernia"", Traktorzystów 20

	Brief Summary: Warsztaty plastyczne dla dzieci w wieku 7-12 lat, podczas których uczestnicy stworzą własne postacie i scenariusze do miniaturowego teatrzyku.

	More details can be found here: https://www.portiernia.arsus.pl/

Why this is a good match:
Wszystkie kryteria użytkownika zostały spełnione: tematyka, lokalizacja, data i typ wydarzenia są zgodne z wymaganiami. Wydarzenie jest idealnym dopasowaniem.","Title: Zajęcia plastyczne: „Mój mały teatrzyk”
Date: 01.07.2025 10:00 - 11:30
Location: Dom Kultury „Portiernia”, Traktorzystów 20, 02-495 Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0,run_20250717_2103
Jakie festiwale sztuki dźwięku i filmów artystycznych odbywają się latem 2025 w Warszawie?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Festiwal Sonics & Scenics

	Date:  Thursday, June 26, 2025 at 10:00 AM

	End Date: Sunday, June 29, 2025 at 09:55 PM

	Location:  Muzeum Sztuki Nowoczesnej

	Brief Summary: Festiwal Sonics & Scenics to czterodniowe wydarzenie w Muzeum Sztuki Nowoczesnej w Warszawie, łączące sztukę dźwięku i filmów artystycznych z koncertami na żywo i instalacjami.

	More details can be found here: https://kultura.um.warszawa.pl/-/msn-sonics-and-scenics

Why this is a good match:
Wszystkie kryteria użytkownika (tematyka, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je idealnym dopasowaniem.","Title: Festiwal Sonics & Scenics
Date: 26.06.2025 10:00 - 29.06.2025 21:55
Location: Muzeum Sztuki Nowoczesnej, Warszawa",Factual Correctness [GEval],0.8205120983333641,0.5,True,"The Actual Output title includes the Expected Output title exactly. The Actual Output date matches the Expected Output date in terms of start and end times, though formatted differently and with full weekday names. The Actual Output location contains the main elements of the Expected Output location, including 'Muzeum Sztuki Nowoczesnej' and implicitly 'Warszawa' through the summary text, satisfying the location requirement. Minor formatting differences and the absence of explicit 'Warszawa' in the location field slightly reduce alignment.",gpt-4.1-mini,0,run_20250717_2103
Jakie festiwale sztuki dźwięku i filmów artystycznych odbywają się latem 2025 w Warszawie?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Festiwal Sonics & Scenics

	Date:  Thursday, June 26, 2025 at 10:00 AM

	End Date: Sunday, June 29, 2025 at 09:55 PM

	Location:  Muzeum Sztuki Nowoczesnej

	Brief Summary: Festiwal Sonics & Scenics to czterodniowe wydarzenie w Muzeum Sztuki Nowoczesnej w Warszawie, łączące sztukę dźwięku i filmów artystycznych z koncertami na żywo i instalacjami.

	More details can be found here: https://kultura.um.warszawa.pl/-/msn-sonics-and-scenics

Why this is a good match:
Wszystkie kryteria użytkownika (tematyka, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je idealnym dopasowaniem.","Title: Festiwal Sonics & Scenics
Date: 26.06.2025 10:00 - 29.06.2025 21:55
Location: Muzeum Sztuki Nowoczesnej, Warszawa",Answer Relevancy,1.0,0.7,True,"The score is 1.00 because the response fully addresses the query about sound art and artistic film festivals in Warsaw during summer 2025 without any irrelevant information. It is not higher because 1.00 is the maximum relevancy score, reflecting perfect relevance.",gpt-4.1-mini,0,run_20250717_2103
Jakie festiwale sztuki dźwięku i filmów artystycznych odbywają się latem 2025 w Warszawie?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Festiwal Sonics & Scenics

	Date:  Thursday, June 26, 2025 at 10:00 AM

	End Date: Sunday, June 29, 2025 at 09:55 PM

	Location:  Muzeum Sztuki Nowoczesnej

	Brief Summary: Festiwal Sonics & Scenics to czterodniowe wydarzenie w Muzeum Sztuki Nowoczesnej w Warszawie, łączące sztukę dźwięku i filmów artystycznych z koncertami na żywo i instalacjami.

	More details can be found here: https://kultura.um.warszawa.pl/-/msn-sonics-and-scenics

Why this is a good match:
Wszystkie kryteria użytkownika (tematyka, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je idealnym dopasowaniem.","Title: Festiwal Sonics & Scenics
Date: 26.06.2025 10:00 - 29.06.2025 21:55
Location: Muzeum Sztuki Nowoczesnej, Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0,run_20250717_2103
Koncerty Chopinowskie w Warszawie w lipcu 2025 roku,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Koncerty Jazzowe „Na tarasie u Achera”

	Start Date: Sunday, July 20, 2025 at 05:00 PM

	End Date: Sunday, July 20, 2025 at 07:00 PM

	Location: Park Achera, Walerego Sławka 2

	Brief Summary: Cykl plenerowych koncertów jazzowych w każdą niedzielę lipca i sierpnia 2025 roku w Parku Achera, Ursus, Warszawa, z udziałem znanych muzyków jazzowych.

	More details can be found here: https://ursus.um.warszawa.pl/-/koncerty-jazzowe-na-tarasie-u-achera-1

Please note why this isn't a perfect match:
Mimo zgodności daty, lokalizacji i typu wydarzenia, różnica w temacie muzycznym (jazz vs chopinowskie) jest kluczowa i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Koncerty Chopinowskie w Łazienkach Królewskich - 13 lipca
Date: 13.07.2025 12:00 - 13.07.2025 13:00 oraz 13.07.2025 16:00 - 13.07.2025 17:00
Location: Łazienki Królewskie, Warszawa",Factual Correctness [GEval],0.23775406687981454,0.5,False,"The actual output provides a different event title focused on jazz rather than Chopin, failing to closely match the expected title. The date differs significantly, with the actual event on July 20 instead of July 13, so the date does not match exactly. The location is different but both are in Warsaw, allowing for slight variation; however, the actual location 'Park Achera' does not contain 'Łazienki Królewskie'. Key details such as title, date, and location from the expected output are not present in the actual output, resulting in low alignment.",gpt-4.1-mini,0,run_20250717_2103
Koncerty Chopinowskie w Warszawie w lipcu 2025 roku,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Koncerty Jazzowe „Na tarasie u Achera”

	Start Date: Sunday, July 20, 2025 at 05:00 PM

	End Date: Sunday, July 20, 2025 at 07:00 PM

	Location: Park Achera, Walerego Sławka 2

	Brief Summary: Cykl plenerowych koncertów jazzowych w każdą niedzielę lipca i sierpnia 2025 roku w Parku Achera, Ursus, Warszawa, z udziałem znanych muzyków jazzowych.

	More details can be found here: https://ursus.um.warszawa.pl/-/koncerty-jazzowe-na-tarasie-u-achera-1

Please note why this isn't a perfect match:
Mimo zgodności daty, lokalizacji i typu wydarzenia, różnica w temacie muzycznym (jazz vs chopinowskie) jest kluczowa i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Koncerty Chopinowskie w Łazienkach Królewskich - 13 lipca
Date: 13.07.2025 12:00 - 13.07.2025 13:00 oraz 13.07.2025 16:00 - 13.07.2025 17:00
Location: Łazienki Królewskie, Warszawa",Answer Relevancy,0.18181818181818182,0.7,False,"The score is 0.18 because the response acknowledges the lack of Chopin concerts but primarily provides details about an unrelated jazz concert, which does not fulfill the user's request. However, it correctly clarifies the mismatch, which adds some relevance.",gpt-4.1-mini,0,run_20250717_2103
Koncerty Chopinowskie w Warszawie w lipcu 2025 roku,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Koncerty Jazzowe „Na tarasie u Achera”

	Start Date: Sunday, July 20, 2025 at 05:00 PM

	End Date: Sunday, July 20, 2025 at 07:00 PM

	Location: Park Achera, Walerego Sławka 2

	Brief Summary: Cykl plenerowych koncertów jazzowych w każdą niedzielę lipca i sierpnia 2025 roku w Parku Achera, Ursus, Warszawa, z udziałem znanych muzyków jazzowych.

	More details can be found here: https://ursus.um.warszawa.pl/-/koncerty-jazzowe-na-tarasie-u-achera-1

Please note why this isn't a perfect match:
Mimo zgodności daty, lokalizacji i typu wydarzenia, różnica w temacie muzycznym (jazz vs chopinowskie) jest kluczowa i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Koncerty Chopinowskie w Łazienkach Królewskich - 13 lipca
Date: 13.07.2025 12:00 - 13.07.2025 13:00 oraz 13.07.2025 16:00 - 13.07.2025 17:00
Location: Łazienki Królewskie, Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0,run_20250717_2103
Gdzie odbywają się bezpłatne zajęcia koszykówki dla dzieci z klas 4-8 w Warszawie w 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Bezpłatne zajęcia w plenerze na Bemowie

	Start Date: Monday, June 30, 2025 at 10:30 AM

	End Date: Monday, June 30, 2025 at 09:00 PM

	Price: Wstęp wolny

	Location: Aleja Sportów Miejskich (ul. Pełczyńskiego 22H), Park Górczewska (przy Amfiteatrze), Fort Bema (polanka przy Cafe Jurta)

	Brief Summary: Bezpłatne plenerowe zajęcia sportowe na Bemowie w Warszawie odbywające się od czerwca do sierpnia 2025 roku. Zajęcia obejmują różne formy aktywności fizycznej dla dzieci i dorosłych w kilku lokalizacjach na Bemowie.

	More details can be found here: https://bemowo.um.warszawa.pl/-/bezplatne-zajecia-w-plenerze-na-bemowie

Please note why this isn't a perfect match:
Mimo że wydarzenie spełnia kryteria dotyczące bezpłatnych zajęć dla dzieci w Warszawie w 2025 roku, brak zajęć koszykówki powoduje, że nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Basket na Start z Kasią Dulnik
Date: 20.02 – 04.12.2025, godz. 15:45 – 17:15 (z wyłączeniem 17.04, 01.05, 19.06 oraz okresu wakacyjnego 03.07 – 28.08.2025)
Location: Hala Sportowa Szkoły Podstawowej nr 356, ul. Głębocka 66, Warszawa",Factual Correctness [GEval],0.1,0.5,False,"The actual title does not contain the expected title, failing the first step. The date fields do not match at all, failing the second step. The location in the actual output is different from the expected location, with no clear overlap, failing the third step. Only minimal alignment exists as both relate to free activities in Warsaw in 2025, but the key fields do not encompass the expected information.",gpt-4.1-mini,0,run_20250717_2103
Gdzie odbywają się bezpłatne zajęcia koszykówki dla dzieci z klas 4-8 w Warszawie w 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Bezpłatne zajęcia w plenerze na Bemowie

	Start Date: Monday, June 30, 2025 at 10:30 AM

	End Date: Monday, June 30, 2025 at 09:00 PM

	Price: Wstęp wolny

	Location: Aleja Sportów Miejskich (ul. Pełczyńskiego 22H), Park Górczewska (przy Amfiteatrze), Fort Bema (polanka przy Cafe Jurta)

	Brief Summary: Bezpłatne plenerowe zajęcia sportowe na Bemowie w Warszawie odbywające się od czerwca do sierpnia 2025 roku. Zajęcia obejmują różne formy aktywności fizycznej dla dzieci i dorosłych w kilku lokalizacjach na Bemowie.

	More details can be found here: https://bemowo.um.warszawa.pl/-/bezplatne-zajecia-w-plenerze-na-bemowie

Please note why this isn't a perfect match:
Mimo że wydarzenie spełnia kryteria dotyczące bezpłatnych zajęć dla dzieci w Warszawie w 2025 roku, brak zajęć koszykówki powoduje, że nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Basket na Start z Kasią Dulnik
Date: 20.02 – 04.12.2025, godz. 15:45 – 17:15 (z wyłączeniem 17.04, 01.05, 19.06 oraz okresu wakacyjnego 03.07 – 28.08.2025)
Location: Hala Sportowa Szkoły Podstawowej nr 356, ul. Głębocka 66, Warszawa",Answer Relevancy,0.9230769230769231,0.7,True,"The score is 0.92 because the response mostly addresses the user's question about free basketball activities for children in grades 4-8 in Warsaw in 2025. However, it includes a statement clarifying that the event does not include basketball activities, which, while relevant to the user's request, slightly detracts from the focus on where such activities occur, preventing a perfect score.",gpt-4.1-mini,0,run_20250717_2103
Gdzie odbywają się bezpłatne zajęcia koszykówki dla dzieci z klas 4-8 w Warszawie w 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Bezpłatne zajęcia w plenerze na Bemowie

	Start Date: Monday, June 30, 2025 at 10:30 AM

	End Date: Monday, June 30, 2025 at 09:00 PM

	Price: Wstęp wolny

	Location: Aleja Sportów Miejskich (ul. Pełczyńskiego 22H), Park Górczewska (przy Amfiteatrze), Fort Bema (polanka przy Cafe Jurta)

	Brief Summary: Bezpłatne plenerowe zajęcia sportowe na Bemowie w Warszawie odbywające się od czerwca do sierpnia 2025 roku. Zajęcia obejmują różne formy aktywności fizycznej dla dzieci i dorosłych w kilku lokalizacjach na Bemowie.

	More details can be found here: https://bemowo.um.warszawa.pl/-/bezplatne-zajecia-w-plenerze-na-bemowie

Please note why this isn't a perfect match:
Mimo że wydarzenie spełnia kryteria dotyczące bezpłatnych zajęć dla dzieci w Warszawie w 2025 roku, brak zajęć koszykówki powoduje, że nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Basket na Start z Kasią Dulnik
Date: 20.02 – 04.12.2025, godz. 15:45 – 17:15 (z wyłączeniem 17.04, 01.05, 19.06 oraz okresu wakacyjnego 03.07 – 28.08.2025)
Location: Hala Sportowa Szkoły Podstawowej nr 356, ul. Głębocka 66, Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0,run_20250717_2103
Gdzie i kiedy odbywa się wydarzenie sportowe na plaży w Wilanowie w 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Start wakacji na Plaży Romantycznej

	Start Date: Sunday, June 29, 2025 at 12:00 PM

	End Date: Sunday, June 29, 2025 at 08:00 PM

	Location: Plaża Romantyczna, Rychnowska 15

	Brief Summary: Festyn na Plaży Romantycznej w Warszawie z atrakcjami sportowymi, warsztatami i koncertem zespołu szantowego.

	More details can be found here: https://wawer.um.warszawa.pl/-/start-wakacji-na-plazy-romantycznej

Please note why this isn't a perfect match:
Mimo że wydarzenie jest sportowe i na plaży, nie spełnia wymagań dotyczących lokalizacji (Wilanów) i daty (lipiec 2025).
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Rusza projekt Sportowa Plaża w Wilanowie
Date: 15.05.2025 - 01.09.2025
Location: plaża Wilanów",Factual Correctness [GEval],0.1904650543455623,0.5,False,"The Actual Output includes a date, but it does not match the Expected Output's date range (15.05.2025 - 01.09.2025). The title in the Actual Output ('Start wakacji na Plaży Romantycznej') does not match the Expected Output's title ('Rusza projekt Sportowa Plaża w Wilanowie'). The location in the Actual Output ('Plaża Romantyczna, Rychnowska 15') is different from the Expected Output's location ('plaża Wilanów'), though both mention a beach. While all three details are present in the Actual Output, they do not align closely with the Expected Output, resulting in low alignment.",gpt-4.1-mini,0,run_20250717_2103
Gdzie i kiedy odbywa się wydarzenie sportowe na plaży w Wilanowie w 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Start wakacji na Plaży Romantycznej

	Start Date: Sunday, June 29, 2025 at 12:00 PM

	End Date: Sunday, June 29, 2025 at 08:00 PM

	Location: Plaża Romantyczna, Rychnowska 15

	Brief Summary: Festyn na Plaży Romantycznej w Warszawie z atrakcjami sportowymi, warsztatami i koncertem zespołu szantowego.

	More details can be found here: https://wawer.um.warszawa.pl/-/start-wakacji-na-plazy-romantycznej

Please note why this isn't a perfect match:
Mimo że wydarzenie jest sportowe i na plaży, nie spełnia wymagań dotyczących lokalizacji (Wilanów) i daty (lipiec 2025).
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Rusza projekt Sportowa Plaża w Wilanowie
Date: 15.05.2025 - 01.09.2025
Location: plaża Wilanów",Answer Relevancy,0.4,0.7,False,"The score is 0.40 because the response provides information about a similar event but at a different location and does not directly answer the question about the sports event on the beach in Wilanów in 2025. While it offers some relevant context, the inclusion of unrelated location details and suggestions lowers its relevancy.",gpt-4.1-mini,0,run_20250717_2103
