input,actual_output,expected_output,metric_name,score,threshold,success,reason,evaluation_model,evaluation_cost
wystawa rzeźby szklane lato 2025 Warszawa,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Lato w Mieście 2025

	Start Date: Monday, June 30, 2025 at 10:00 AM

	End Date: Friday, August 29, 2025 at 03:00 PM

	Price: bezpłatne

	Location: Obiekty sportowe przy ul. Światowida 56 i ul. Strumykowej 21

	Brief Summary: Bezpłatny program sportowy dla dzieci i młodzieży w Warszawie podczas wakacji 2025, oferujący zajęcia na pływalni, hali sportowej i boisku piłkarskim.

	More details can be found here: https://sport.um.warszawa.pl/waw/bos/-/lato-w-miescie-2025-1

Please note why this isn't a perfect match:
Mimo zgodności daty i lokalizacji, temat i typ wydarzenia są całkowicie niezgodne z wymaganiami użytkownika dotyczącymi wystawy rzeźby szklanej.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Szklana menażeria - wystawa Marty Klonowskiej
Date: 06.06.2025 20:00 - 30.08.2025 20:00
Location: Ursynowskie Centrum Kultury Alternatywy, Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions between the actual output and the retrieval context, indicating complete faithfulness.",gpt-4.1-mini,0
Szukam wydarzenia teatralnego z jazzową operą w Warszawie we wrześniu 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Zły. Warszawska jazz opera

	Date:  Friday, September 26, 2025 at 12:00 AM

	End Date: Friday, September 26, 2025 at 11:59 PM

	Location:  Teatr Rampa, Kołowa 20

	Brief Summary: Muzyczna adaptacja powieści Leopolda Tyrmanda „Zły” w Teatrze Rampa, upamiętniająca 80. rocznicę odbudowy Warszawy. Spektakl opowiada o powojennej Warszawie i jej mrocznych realiach.

	More details can be found here: https://um.warszawa.pl/waw/80-rocznica/-/zly-warszawska-jazz-opera

Why this is a good match:
Wszystkie kryteria użytkownika zostały spełnione: tematyka (jazzowa opera), lokalizacja (Warszawa), data (wrzesień 2025) oraz typ wydarzenia (teatr).","Title: Zły. Warszawska jazz opera
Date: 26.09.2025
Location: Teatr Rampa, Kołowa 20, Warszawa",Factual Correctness [GEval],0.7842787381320881,0.5,True,"The actual output includes the expected title exactly and the location contains the expected details with minor formatting differences. However, the date format in the actual output differs significantly from the expected output's numeric format, which affects exact matching.",gpt-4.1-mini,0
Szukam wydarzenia teatralnego z jazzową operą w Warszawie we wrześniu 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Zły. Warszawska jazz opera

	Date:  Friday, September 26, 2025 at 12:00 AM

	End Date: Friday, September 26, 2025 at 11:59 PM

	Location:  Teatr Rampa, Kołowa 20

	Brief Summary: Muzyczna adaptacja powieści Leopolda Tyrmanda „Zły” w Teatrze Rampa, upamiętniająca 80. rocznicę odbudowy Warszawy. Spektakl opowiada o powojennej Warszawie i jej mrocznych realiach.

	More details can be found here: https://um.warszawa.pl/waw/80-rocznica/-/zly-warszawska-jazz-opera

Why this is a good match:
Wszystkie kryteria użytkownika zostały spełnione: tematyka (jazzowa opera), lokalizacja (Warszawa), data (wrzesień 2025) oraz typ wydarzenia (teatr).","Title: Zły. Warszawska jazz opera
Date: 26.09.2025
Location: Teatr Rampa, Kołowa 20, Warszawa",Answer Relevancy,0.7777777777777778,0.7,True,"The score is 0.78 because the response provides relevant information about a jazz opera theater event in Warsaw in September 2025, addressing the user's request. However, it includes irrelevant details about an unrelated 80th anniversary event and a generic URL mention, which lowers the overall relevancy.",gpt-4.1-mini,0
Szukam wydarzenia teatralnego z jazzową operą w Warszawie we wrześniu 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Zły. Warszawska jazz opera

	Date:  Friday, September 26, 2025 at 12:00 AM

	End Date: Friday, September 26, 2025 at 11:59 PM

	Location:  Teatr Rampa, Kołowa 20

	Brief Summary: Muzyczna adaptacja powieści Leopolda Tyrmanda „Zły” w Teatrze Rampa, upamiętniająca 80. rocznicę odbudowy Warszawy. Spektakl opowiada o powojennej Warszawie i jej mrocznych realiach.

	More details can be found here: https://um.warszawa.pl/waw/80-rocznica/-/zly-warszawska-jazz-opera

Why this is a good match:
Wszystkie kryteria użytkownika zostały spełnione: tematyka (jazzowa opera), lokalizacja (Warszawa), data (wrzesień 2025) oraz typ wydarzenia (teatr).","Title: Zły. Warszawska jazz opera
Date: 26.09.2025
Location: Teatr Rampa, Kołowa 20, Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0
Gdzie i kiedy odbywają się zajęcia badmintona dla dorosłych w Warszawie w 2025 roku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Ochota na Badminton

	Date:  Monday, June 30, 2025 at 07:00 PM

	End Date: Monday, June 30, 2025 at 08:00 PM

	Price: bezpłatne, obowiązują zapisy pod numerem telefonu 791 850 827 oraz e-mailem annaciok@badmintomania.pl

	Location:  CLX Liceum Ogólnokształcące im. gen. S. Roweckiego „Grota”, ul. Siemieńskiego 6

	Brief Summary: Bezpłatne zajęcia badmintona dla dorosłych na Ochocie w Warszawie, odbywające się w poniedziałki wieczorem od marca do grudnia 2025 roku.

	More details can be found here: https://ochota.um.warszawa.pl/-/ochota-na-badminton

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je idealnym dopasowaniem.","Title: Ochota na Badminton
Date: od 10.03.2025 do 08.12.2025, poniedziałki 19:00-20:00
Location: CLX LO im. gen. S. Roweckiego „Grota”, ul. Siemieńskiego 6, Warszawa",Factual Correctness [GEval],0.7182425521583901,0.5,True,"The actual title contains the expected title exactly, fulfilling the first step. The date in the actual output is a single event date and time, whereas the expected output specifies a recurring date range and time, so the date does not match exactly. The location in the actual output includes the key elements of the expected location with slight naming variation, satisfying the third step. Collectively, the actual output covers the title and location information well but falls short on fully matching the date details, resulting in partial alignment.",gpt-4.1-mini,0
Gdzie i kiedy odbywają się zajęcia badmintona dla dorosłych w Warszawie w 2025 roku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Ochota na Badminton

	Date:  Monday, June 30, 2025 at 07:00 PM

	End Date: Monday, June 30, 2025 at 08:00 PM

	Price: bezpłatne, obowiązują zapisy pod numerem telefonu 791 850 827 oraz e-mailem annaciok@badmintomania.pl

	Location:  CLX Liceum Ogólnokształcące im. gen. S. Roweckiego „Grota”, ul. Siemieńskiego 6

	Brief Summary: Bezpłatne zajęcia badmintona dla dorosłych na Ochocie w Warszawie, odbywające się w poniedziałki wieczorem od marca do grudnia 2025 roku.

	More details can be found here: https://ochota.um.warszawa.pl/-/ochota-na-badminton

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je idealnym dopasowaniem.","Title: Ochota na Badminton
Date: od 10.03.2025 do 08.12.2025, poniedziałki 19:00-20:00
Location: CLX LO im. gen. S. Roweckiego „Grota”, ul. Siemieńskiego 6, Warszawa",Answer Relevancy,0.8888888888888888,0.7,True,"The score is 0.89 because the response mostly addresses the query about badminton classes for adults in Warsaw in 2025, but it includes a meta-comment that doesn't provide direct information about the event, preventing a perfect score.",gpt-4.1-mini,0
Gdzie i kiedy odbywają się zajęcia badmintona dla dorosłych w Warszawie w 2025 roku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Ochota na Badminton

	Date:  Monday, June 30, 2025 at 07:00 PM

	End Date: Monday, June 30, 2025 at 08:00 PM

	Price: bezpłatne, obowiązują zapisy pod numerem telefonu 791 850 827 oraz e-mailem annaciok@badmintomania.pl

	Location:  CLX Liceum Ogólnokształcące im. gen. S. Roweckiego „Grota”, ul. Siemieńskiego 6

	Brief Summary: Bezpłatne zajęcia badmintona dla dorosłych na Ochocie w Warszawie, odbywające się w poniedziałki wieczorem od marca do grudnia 2025 roku.

	More details can be found here: https://ochota.um.warszawa.pl/-/ochota-na-badminton

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je idealnym dopasowaniem.","Title: Ochota na Badminton
Date: od 10.03.2025 do 08.12.2025, poniedziałki 19:00-20:00
Location: CLX LO im. gen. S. Roweckiego „Grota”, ul. Siemieńskiego 6, Warszawa",Faithfulness,0.8333333333333334,0.6,True,"The score is 0.83 because the actual output specifies the event on Monday, June 30, 2025, which aligns with the day and plausible timing, but the retrieval context does not explicitly confirm exact class dates, leading to a minor uncertainty rather than a direct contradiction.",gpt-4.1-mini,0
Jakie są wydarzenia teatralne dla dzieci w Warszawie latem 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Lato w Mieście 2025

	Start Date: Thursday, July 17, 2025 at 10:00 AM

	End Date: Friday, August 29, 2025 at 03:00 PM

	Price: bezpłatne

	Location: Obiekty Białołęckiego Ośrodka Sportu przy ul. Światowida 56 i ul. Strumykowej 21

	Brief Summary: Bezpłatny program sportowy dla dzieci i młodzieży w Warszawie, oferujący zajęcia na pływalni, hali sportowej i boisku do piłki nożnej w godzinach 10:00-15:00 przez całe wakacje.

	More details can be found here: https://sport.um.warszawa.pl/waw/bos/-/lato-w-miescie-2025-1

Please note why this isn't a perfect match:
Mimo zgodności lokalizacji i daty, temat i typ wydarzenia nie odpowiadają wymaganiom użytkownika, który szuka wydarzeń teatralnych dla dzieci.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Bajkowa Białołęka
Date: 26.07.2025 13:00 - 26.07.2025 15:00
Location: Portowa, Warszawa",Factual Correctness [GEval],0.003597241393650117,0.5,False,"The actual output's title and date do not match the expected output's title and date. Although the location contains 'Białołęka,' the actual location is more detailed and different from the expected 'Portowa, Warszawa.' Therefore, the actual output does not correctly reflect the expected output.",gpt-4.1-mini,0
Jakie są wydarzenia teatralne dla dzieci w Warszawie latem 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Lato w Mieście 2025

	Start Date: Thursday, July 17, 2025 at 10:00 AM

	End Date: Friday, August 29, 2025 at 03:00 PM

	Price: bezpłatne

	Location: Obiekty Białołęckiego Ośrodka Sportu przy ul. Światowida 56 i ul. Strumykowej 21

	Brief Summary: Bezpłatny program sportowy dla dzieci i młodzieży w Warszawie, oferujący zajęcia na pływalni, hali sportowej i boisku do piłki nożnej w godzinach 10:00-15:00 przez całe wakacje.

	More details can be found here: https://sport.um.warszawa.pl/waw/bos/-/lato-w-miescie-2025-1

Please note why this isn't a perfect match:
Mimo zgodności lokalizacji i daty, temat i typ wydarzenia nie odpowiadają wymaganiom użytkownika, który szuka wydarzeń teatralnych dla dzieci.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Bajkowa Białołęka
Date: 26.07.2025 13:00 - 26.07.2025 15:00
Location: Portowa, Warszawa",Answer Relevancy,0.5384615384615384,0.7,False,"The score is 0.54 because the response acknowledges the lack of exact matches and clarifies the nature of the events, which is somewhat helpful. However, it focuses on irrelevant sports activities rather than providing information on children's theatrical events, limiting its relevancy.",gpt-4.1-mini,0
Jakie są wydarzenia teatralne dla dzieci w Warszawie latem 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Lato w Mieście 2025

	Start Date: Thursday, July 17, 2025 at 10:00 AM

	End Date: Friday, August 29, 2025 at 03:00 PM

	Price: bezpłatne

	Location: Obiekty Białołęckiego Ośrodka Sportu przy ul. Światowida 56 i ul. Strumykowej 21

	Brief Summary: Bezpłatny program sportowy dla dzieci i młodzieży w Warszawie, oferujący zajęcia na pływalni, hali sportowej i boisku do piłki nożnej w godzinach 10:00-15:00 przez całe wakacje.

	More details can be found here: https://sport.um.warszawa.pl/waw/bos/-/lato-w-miescie-2025-1

Please note why this isn't a perfect match:
Mimo zgodności lokalizacji i daty, temat i typ wydarzenia nie odpowiadają wymaganiom użytkownika, który szuka wydarzeń teatralnych dla dzieci.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Bajkowa Białołęka
Date: 26.07.2025 13:00 - 26.07.2025 15:00
Location: Portowa, Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0
Jakie są spektakle i warsztaty plastyczne dla dzieci w Warszawie w sierpniu 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Lato w Mieście #UrzeczeNaszaTożsamość - warsztaty plastyczne

	Start Date: Wednesday, July 02, 2025 at 10:00 AM

	End Date: Wednesday, July 02, 2025 at 11:15 AM

	Location: WCK Filia Radość, Powojowa 2

	Brief Summary: Warsztaty plastyczne w Warszawie w ramach Lata w Mieście #UrzeczeNaszaTożsamość, obejmujące projektowanie witraży, ilustracje natury oraz tworzenie dioram z miniaturowymi łodziami.

	More details can be found here: https://wawer.um.warszawa.pl/-/warsztaty-plastyczne-lato-w-miescie-urzecze-nasza-tozsamosc

Please note why this isn't a perfect match:
Mimo zgodności tematyki, lokalizacji i typu wydarzenia, brak zgodności daty jest decydujący i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Spektakl i warsztaty plastyczne - ""Jak wychować króla""
Date: 22.08.2025 10:00 - 11:00
Location: Biblioteka Publiczna - filia ""Skorosze"", Dzieci Warszawy 27a, 02-495 Warszawa",Factual Correctness [GEval],0.0,0.5,False,"The actual output's event title does not include the expected title exactly, the dates differ significantly (July 2, 2025 vs. August 22, 2025), and the locations are different with no overlapping key elements (WCK Filia Radość vs. Biblioteka Publiczna - filia Skorosze). Therefore, the actual output does not contain the expected output information.",gpt-4.1-mini,0
Jakie są spektakle i warsztaty plastyczne dla dzieci w Warszawie w sierpniu 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Lato w Mieście #UrzeczeNaszaTożsamość - warsztaty plastyczne

	Start Date: Wednesday, July 02, 2025 at 10:00 AM

	End Date: Wednesday, July 02, 2025 at 11:15 AM

	Location: WCK Filia Radość, Powojowa 2

	Brief Summary: Warsztaty plastyczne w Warszawie w ramach Lata w Mieście #UrzeczeNaszaTożsamość, obejmujące projektowanie witraży, ilustracje natury oraz tworzenie dioram z miniaturowymi łodziami.

	More details can be found here: https://wawer.um.warszawa.pl/-/warsztaty-plastyczne-lato-w-miescie-urzecze-nasza-tozsamosc

Please note why this isn't a perfect match:
Mimo zgodności tematyki, lokalizacji i typu wydarzenia, brak zgodności daty jest decydujący i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Spektakl i warsztaty plastyczne - ""Jak wychować króla""
Date: 22.08.2025 10:00 - 11:00
Location: Biblioteka Publiczna - filia ""Skorosze"", Dzieci Warszawy 27a, 02-495 Warszawa",Answer Relevancy,0.8333333333333334,0.7,True,"The score is 0.83 because the response provides information about events, but the events mentioned are in July rather than August 2025, which does not fully meet the user's request. However, it is still somewhat relevant as it addresses children's activities in Warsaw.",gpt-4.1-mini,0
Jakie są spektakle i warsztaty plastyczne dla dzieci w Warszawie w sierpniu 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Lato w Mieście #UrzeczeNaszaTożsamość - warsztaty plastyczne

	Start Date: Wednesday, July 02, 2025 at 10:00 AM

	End Date: Wednesday, July 02, 2025 at 11:15 AM

	Location: WCK Filia Radość, Powojowa 2

	Brief Summary: Warsztaty plastyczne w Warszawie w ramach Lata w Mieście #UrzeczeNaszaTożsamość, obejmujące projektowanie witraży, ilustracje natury oraz tworzenie dioram z miniaturowymi łodziami.

	More details can be found here: https://wawer.um.warszawa.pl/-/warsztaty-plastyczne-lato-w-miescie-urzecze-nasza-tozsamosc

Please note why this isn't a perfect match:
Mimo zgodności tematyki, lokalizacji i typu wydarzenia, brak zgodności daty jest decydujący i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Spektakl i warsztaty plastyczne - ""Jak wychować króla""
Date: 22.08.2025 10:00 - 11:00
Location: Biblioteka Publiczna - filia ""Skorosze"", Dzieci Warszawy 27a, 02-495 Warszawa",Faithfulness,0.6,0.6,True,"The score is 0.60 because the actual output incorrectly states an event titled 'Lato w Mieście #UrzeczeNaszaTożsamość - warsztaty plastyczne' on July 2, 2025, while the retrieval context only mentions 'Spektakl i warsztaty plastyczne - Jak wychować króla' on August 22, 2025. Additionally, the claimed event time and location differ from those in the retrieval context, indicating multiple discrepancies.",gpt-4.1-mini,0
Jakie są wydarzenia sportowe dla dzieci i młodzieży latem 2025 w Warszawie na Targówku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Lato w Mieście 2025

	Date:  Monday, June 30, 2025 at 08:00 AM

	End Date: Friday, August 29, 2025 at 05:00 PM

	Price: wejście bezpłatne, wymagana legitymacja szkolna, dla grup zorganizowanych system zapisów i rezerwacji

	Location:  Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Targówek (Pływalnia Polonez, Sala gimnastyczna, Hala sportowa, Boisko piłkarskie, Boisko treningowe)

	Brief Summary: Bezpłatna akcja sportowo-rekreacyjna ""Lato w Mieście 2025"" w OSiR Targówek dla dzieci i młodzieży z ważną legitymacją szkolną, trwająca od 30 czerwca do 29 sierpnia 2025 roku.

	More details can be found here: None

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: temat sportowy dla dzieci i młodzieży, lokalizacja w dzielnicy Targówek w Warszawie oraz data w okresie letnim 2025 roku. Jest to idealne dopasowanie do wymagań.","Title: Lato w Mieście 2025
Date: 30.06.2025 08:00 - 29.08.2025 17:00
Location: Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Targówek",Factual Correctness [GEval],0.8970687768294681,0.5,True,The actual location closely matches the expected location with additional detail but remains consistent. The title matches exactly with minor formatting differences. The date in actual output is presented in a more verbose format but corresponds precisely to the expected date range and times. All key details from the expected output are present and complete in the actual output.,gpt-4.1-mini,0
Jakie są wydarzenia sportowe dla dzieci i młodzieży latem 2025 w Warszawie na Targówku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Lato w Mieście 2025

	Date:  Monday, June 30, 2025 at 08:00 AM

	End Date: Friday, August 29, 2025 at 05:00 PM

	Price: wejście bezpłatne, wymagana legitymacja szkolna, dla grup zorganizowanych system zapisów i rezerwacji

	Location:  Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Targówek (Pływalnia Polonez, Sala gimnastyczna, Hala sportowa, Boisko piłkarskie, Boisko treningowe)

	Brief Summary: Bezpłatna akcja sportowo-rekreacyjna ""Lato w Mieście 2025"" w OSiR Targówek dla dzieci i młodzieży z ważną legitymacją szkolną, trwająca od 30 czerwca do 29 sierpnia 2025 roku.

	More details can be found here: None

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: temat sportowy dla dzieci i młodzieży, lokalizacja w dzielnicy Targówek w Warszawie oraz data w okresie letnim 2025 roku. Jest to idealne dopasowanie do wymagań.","Title: Lato w Mieście 2025
Date: 30.06.2025 08:00 - 29.08.2025 17:00
Location: Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Targówek",Answer Relevancy,1.0,0.7,True,The score is 1.00 because the response fully addresses the query about sports events for children and youth in summer 2025 in Warsaw's Targówek district without any irrelevant information.,gpt-4.1-mini,0
Jakie są wydarzenia sportowe dla dzieci i młodzieży latem 2025 w Warszawie na Targówku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Lato w Mieście 2025

	Date:  Monday, June 30, 2025 at 08:00 AM

	End Date: Friday, August 29, 2025 at 05:00 PM

	Price: wejście bezpłatne, wymagana legitymacja szkolna, dla grup zorganizowanych system zapisów i rezerwacji

	Location:  Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Targówek (Pływalnia Polonez, Sala gimnastyczna, Hala sportowa, Boisko piłkarskie, Boisko treningowe)

	Brief Summary: Bezpłatna akcja sportowo-rekreacyjna ""Lato w Mieście 2025"" w OSiR Targówek dla dzieci i młodzieży z ważną legitymacją szkolną, trwająca od 30 czerwca do 29 sierpnia 2025 roku.

	More details can be found here: None

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: temat sportowy dla dzieci i młodzieży, lokalizacja w dzielnicy Targówek w Warszawie oraz data w okresie letnim 2025 roku. Jest to idealne dopasowanie do wymagań.","Title: Lato w Mieście 2025
Date: 30.06.2025 08:00 - 29.08.2025 17:00
Location: Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Targówek",Faithfulness,0.875,0.6,True,"The score is 0.88 because the actual output partially misrepresents the admission conditions by implying that a valid school ID alone grants free access, whereas the event is free only for groups with the 'Lato w Mieście' identifier, making the claim imprecise.",gpt-4.1-mini,0
Jakie są plenerowe pokazy filmowe w Warszawie na Żoliborzu latem 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Letnie kino plenerowe na Targówku 2025

	Start Date: Wednesday, June 25, 2025 at 06:00 PM

	End Date: Sunday, August 31, 2025 at 11:59 PM

	Price: Wstęp wolny

	Location: Centrum Kultury i Aktywności, Dom Kultury Świt, Park Wiecha, Plac Trynopolski, Dom Kultury Zacisze, Park Bródnowski

	Brief Summary: Letnie kino plenerowe na Targówku 2025 to cykl bezpłatnych seansów filmowych pod gołym niebem, odbywających się od czerwca do sierpnia w różnych lokalizacjach dzielnicy Targówek. W repertuarze filmy dla dzieci i dorosłych, w tym klasyki i nowości.

	More details can be found here: https://targowek.um.warszawa.pl/-/letnie-kino-plenerowe-na-targowku-2025

Please note why this isn't a perfect match:
Mimo zgodności tematyki, typu i daty, różnica w lokalizacji (dzielnica Targówek zamiast Żoliborz) jest kluczowa i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Halo, kino Tęcza - Lili
Date: 01.07.2025 21:00 - 01.07.2025 22:00
Location: dziedziniec Teatru Komedia, Warszawa",Factual Correctness [GEval],0.009534947068315555,0.5,False,"The actual output does not include the expected event title or date, and the location is entirely different, referencing Targówek instead of dziedziniec Teatru Komedia in Warszawa. None of the required event details from the expected output are present or matched in the actual output.",gpt-4.1-mini,0
Jakie są plenerowe pokazy filmowe w Warszawie na Żoliborzu latem 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Letnie kino plenerowe na Targówku 2025

	Start Date: Wednesday, June 25, 2025 at 06:00 PM

	End Date: Sunday, August 31, 2025 at 11:59 PM

	Price: Wstęp wolny

	Location: Centrum Kultury i Aktywności, Dom Kultury Świt, Park Wiecha, Plac Trynopolski, Dom Kultury Zacisze, Park Bródnowski

	Brief Summary: Letnie kino plenerowe na Targówku 2025 to cykl bezpłatnych seansów filmowych pod gołym niebem, odbywających się od czerwca do sierpnia w różnych lokalizacjach dzielnicy Targówek. W repertuarze filmy dla dzieci i dorosłych, w tym klasyki i nowości.

	More details can be found here: https://targowek.um.warszawa.pl/-/letnie-kino-plenerowe-na-targowku-2025

Please note why this isn't a perfect match:
Mimo zgodności tematyki, typu i daty, różnica w lokalizacji (dzielnica Targówek zamiast Żoliborz) jest kluczowa i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Halo, kino Tęcza - Lili
Date: 01.07.2025 21:00 - 01.07.2025 22:00
Location: dziedziniec Teatru Komedia, Warszawa",Answer Relevancy,0.0,0.7,False,"The score is 0.00 because the response focuses entirely on an event in Targówek, not Żoliborz, and does not provide any information about outdoor film screenings in Żoliborz for summer 2025. While it attempts to address outdoor screenings in Warsaw, the location mismatch makes it irrelevant to the user's specific request.",gpt-4.1-mini,0
Jakie są plenerowe pokazy filmowe w Warszawie na Żoliborzu latem 2025 roku?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Letnie kino plenerowe na Targówku 2025

	Start Date: Wednesday, June 25, 2025 at 06:00 PM

	End Date: Sunday, August 31, 2025 at 11:59 PM

	Price: Wstęp wolny

	Location: Centrum Kultury i Aktywności, Dom Kultury Świt, Park Wiecha, Plac Trynopolski, Dom Kultury Zacisze, Park Bródnowski

	Brief Summary: Letnie kino plenerowe na Targówku 2025 to cykl bezpłatnych seansów filmowych pod gołym niebem, odbywających się od czerwca do sierpnia w różnych lokalizacjach dzielnicy Targówek. W repertuarze filmy dla dzieci i dorosłych, w tym klasyki i nowości.

	More details can be found here: https://targowek.um.warszawa.pl/-/letnie-kino-plenerowe-na-targowku-2025

Please note why this isn't a perfect match:
Mimo zgodności tematyki, typu i daty, różnica w lokalizacji (dzielnica Targówek zamiast Żoliborz) jest kluczowa i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Halo, kino Tęcza - Lili
Date: 01.07.2025 21:00 - 01.07.2025 22:00
Location: dziedziniec Teatru Komedia, Warszawa",Faithfulness,0.7,0.6,True,"The score is 0.70 because the actual output incorrectly states that 'Letnie kino plenerowe na Targówku 2025' starts on June 25, 2025, while the retrieval context only mentions the 'Halo, kino Tęcza' film cycle starting July 1, 2025, with no reference to 'Letnie kino plenerowe na Targówku 2025'. Additionally, the claim mentions multiple locations in Targówek district, but the context specifies screenings only in the courtyard next to Teatr Komedia, without mentioning Targówek or multiple locations. These discrepancies reduce faithfulness.",gpt-4.1-mini,0
Spektakle teatralne plenerowe dla rodzin w lipcu 2025 na Białołęce w Warszawie,"I'm sorry, but my search for events matching your request came up empty.
I was looking for: An event related to 'spektakle teatralne, plenerowe, dla rodzin' in Warszawa around July 2025 and 2025-07-31.
There may be no events of this type listed, or you could try searching with different keywords.","Title: Lipcowe dobranocki z Latającym Teatrem Sztuki Ciała
Date: 6 lipca 2025, godz. 17:00-19:00
Location: Park Magiczna, Warszawa, Białołęka",Factual Correctness [GEval],0.0,0.5,False,"The actual output does not provide any event information, failing to include the expected event title, date, or location. It only states that no matching events were found, thus not meeting any of the evaluation criteria.",gpt-4.1-mini,0
Spektakle teatralne plenerowe dla rodzin w lipcu 2025 na Białołęce w Warszawie,"I'm sorry, but my search for events matching your request came up empty.
I was looking for: An event related to 'spektakle teatralne, plenerowe, dla rodzin' in Warszawa around July 2025 and 2025-07-31.
There may be no events of this type listed, or you could try searching with different keywords.","Title: Lipcowe dobranocki z Latającym Teatrem Sztuki Ciała
Date: 6 lipca 2025, godz. 17:00-19:00
Location: Park Magiczna, Warszawa, Białołęka",Answer Relevancy,1.0,0.7,True,"The score is 1.00 because the response fully addresses the request for outdoor family theater performances in July 2025 on Białołęka in Warsaw, with no irrelevant information included. Great job keeping the answer focused and relevant!",gpt-4.1-mini,0
Spektakle teatralne plenerowe dla rodzin w lipcu 2025 na Białołęce w Warszawie,"I'm sorry, but my search for events matching your request came up empty.
I was looking for: An event related to 'spektakle teatralne, plenerowe, dla rodzin' in Warszawa around July 2025 and 2025-07-31.
There may be no events of this type listed, or you could try searching with different keywords.","Title: Lipcowe dobranocki z Latającym Teatrem Sztuki Ciała
Date: 6 lipca 2025, godz. 17:00-19:00
Location: Park Magiczna, Warszawa, Białołęka",Faithfulness,0.25,0.6,False,"The score is 0.25 because the actual output incorrectly claims that a search for outdoor family theater performances in Warsaw on 2025-07-31 yielded no results, while the retrieval context clearly lists multiple such events, showing a significant contradiction.",gpt-4.1-mini,0
